id,date,restaurant_id,*,**,***
16656,2007-06-12,9JoPwj38,3,1,0
2720,2012-11-01,8x3zPZOk,6,0,0
9327,2012-12-18,v5oJLjEB,4,1,2
12650,2012-12-30,wmo7AvEq,0,0,0
13107,2013-12-30,Y1Emq9Ew,0,0,0
860,2012-12-30,lnOR8a3N,0,0,0
341,2008-11-20,qN3gq2OA,4,0,0
10385,2010-02-11,eVOBzpOj,6,0,0
29823,2008-10-21,rNo6XJE6,1,0,0
14937,2011-07-21,9JoP50O8,8,1,0
11503,2008-02-19,6VOpGaoL,6,0,2
28440,2009-06-24,p038Pz3m,2,0,1
15778,2009-06-16,6VOpdlOL,7,1,0
18843,2014-02-06,ZBEnzYEY,5,1,3
29260,2012-12-30,0j3Laor6,0,0,0
8301,2009-01-15,nkOvmLoB,4,0,0
13436,2012-12-30,xWoYQgoK,0,0,0
14260,2011-09-01,ekE4Az32,4,2,2
11726,2013-05-15,we39XDEk,5,1,0
27563,2010-10-25,B1oXk63V,0,0,0
14068,2010-01-04,B1oXWY3V,0,0,0
2520,2012-11-28,we39kZOk,12,0,3
28815,2009-02-13,8x3zWbok,2,0,0
5173,2014-12-15,Y1EmkAow,0,0,1
4,2012-12-30,Y1EmpROw,0,0,0
26481,2014-03-21,1JEbAeOR,5,0,0
13153,2008-02-25,rJoQRlOV,7,1,1
17884,2011-05-24,m0oWgloG,4,0,3
13369,2010-03-24,VpoGrg3r,13,1,6
29923,2009-07-06,8gOqm5O2,1,0,1
10242,2012-12-06,lnORPD3N,0,0,0
9660,2014-12-12,6K3le8oz,4,0,3
28899,2010-01-11,Pk3we2Od,7,0,0
4525,2009-03-31,8gOq6AE2,6,1,0
28753,2010-07-06,B1oXaYOV,2,1,4
6421,2013-03-21,geEVkv3z,3,0,1
11853,2008-06-16,8xEx7eO0,5,0,0
29135,2013-03-04,1m3M1D3B,2,0,0
6367,2007-05-16,7RO55dOq,18,2,2
12525,2012-12-30,8KoApz36,0,0,0
15231,2009-11-20,wmo7R73q,7,0,1
2487,2008-01-28,VpoGkwor,5,0,0
15605,2007-12-05,8x3zy2Ek,0,0,0
1678,2009-07-10,6VOpy5EL,6,0,0
14502,2010-12-06,7RO5NdEq,0,0,0
16175,2008-03-26,rNo6aa36,2,0,3
21713,2008-05-20,lnORZeON,2,0,0
13468,2008-04-07,V430Lq3B,2,0,1
3590,2010-04-12,WwOa4YoB,0,0,0
14009,2009-06-02,0ZED4pED,5,0,0
12640,2012-05-16,8x3z2Y3k,4,1,2
6782,2008-05-22,JGoNDkEL,3,0,0
10273,2015-03-09,0ZEDMl3D,8,0,0
17699,2010-09-30,ekE4qL32,3,0,0
27638,2013-07-19,v5oJz1oB,5,0,2
4494,2012-09-05,6VOpdlOL,6,1,0
19284,2012-11-28,N6OkMX3x,1,0,0
30201,2013-10-24,WwOapwoB,2,0,0
54,2008-01-04,geEVvJEz,3,1,0
12752,2008-05-08,ekE4WLO2,8,0,0
8134,2012-12-30,wmo7R73q,0,0,0
24229,2008-12-17,p038KvEm,3,0,2
5110,2009-04-29,dj3dNLO9,1,0,0
13659,2012-12-30,VpoG0wOr,0,0,0
450,2010-10-20,lnORDD3N,1,0,0
19208,2011-08-24,WeEek6oa,2,1,2
9328,2014-05-02,9JoP0o8w,0,0,0
6153,2010-11-18,nkOvblOB,5,2,1
31524,2007-10-12,njoZaA3r,7,0,0
1265,2007-05-30,p0381eom,32,0,6
10563,2013-02-27,NbE1mzEJ,4,0,4
15659,2011-05-18,qN3g2EAv,7,1,1
27727,2010-01-26,rJoQJLOV,5,0,0
29063,2014-02-25,0j3LnjOr,4,0,0
7539,2007-12-26,eVOB61Oj,7,1,3
21774,2009-05-19,wmo7Gdoq,3,0,3
2877,2013-04-05,8gOqdMo2,8,2,4
4992,2013-12-30,ydEjeOW0,0,0,0
2854,2007-06-05,njoZRyor,8,0,4
29289,2014-11-12,p038rzOm,3,0,2
10345,2008-01-30,8gOqVrE2,3,0,0
27252,2010-11-09,0ZEDMl3D,0,0,1
26385,2011-12-14,1m3MYb3B,8,1,2
1084,2014-04-18,8x3zBZ3k,7,0,1
26665,2014-12-26,1JEbnwER,9,1,0
1089,2014-02-18,njoZD1Er,2,0,0
5511,2009-06-19,dj3dP739,4,0,2
14901,2014-06-18,8KoAL536,9,1,6
15696,2012-09-27,ydEjvBEW,5,2,0
27191,2013-12-06,7RO5gn3q,7,0,1
3058,2008-05-06,KAoKP6Og,6,0,0
29240,2013-02-20,wmo70jOq,4,0,1
7771,2013-09-11,we39w9Ok,0,0,0
7295,2011-01-13,geEVeBOz,1,0,1
6551,2014-10-06,XJ3r7RoR,3,0,0
28100,2010-05-06,WeEen63a,4,1,2
28323,2012-11-09,xWoY9KoK,5,0,3
9639,2014-08-28,njoZLBEr,4,1,2
27407,2009-08-03,WeEeqwEa,3,0,2
12321,2009-04-21,XJ3rWYoR,8,0,0
4311,2007-05-16,8xExeV30,4,1,0
17132,2013-08-15,rNo6Zqo6,5,0,0
9039,2009-08-17,ekE4w0O2,0,0,2
12235,2013-12-30,we39dvEk,0,0,0
15991,2010-01-20,qN3gzgEA,2,0,4
23929,2015-03-11,p038Xv3m,5,1,0
26271,2011-11-18,6VOp4BOL,2,0,1
31438,2009-06-03,nkOvZOBW,5,1,0
30210,2010-11-09,8xExAW30,3,0,0
1012,2014-11-14,nkOv6VOB,16,3,7
18310,2010-10-22,xWoYkGEK,0,0,0
17964,2013-02-21,nkOveLoB,0,0,0
6347,2011-05-06,0j3LGMEr,1,0,0
9487,2011-06-02,p038ADom,5,0,0
3395,2013-03-07,6K3lDk3z,5,2,2
19923,2007-08-08,dj3dlN39,6,0,1
20747,2011-04-01,Y1EmAEwG,3,1,1
14059,2015-02-05,rNo6M636,3,1,1
13812,2009-08-10,8KoAKeE6,8,0,2
26631,2012-12-30,geEVDJoz,0,0,0
8324,2012-07-30,njoZqX3r,7,0,2
30086,2011-03-09,ZBEnB2EY,4,1,0
28176,2013-01-08,rNo6Bdo6,1,0,0
29559,2007-12-03,JBEyYNE8,6,1,3
20776,2014-06-05,p0381eom,6,0,0
14641,2013-08-02,XJ3r2Q3R,5,0,0
31272,2011-03-24,8x3zGZok,1,0,1
13819,2014-04-01,WeEe7eoa,3,0,1
22837,2014-10-17,JGoNk8OL,7,0,1
20987,2012-09-04,6VOp0NOL,4,0,0
29464,2010-09-01,dj3dGgE9,3,0,0
16355,2013-11-08,v5oJbyoB,8,0,1
14831,2010-09-07,xWoYVGOK,3,0,0
17841,2012-04-19,nkOvQ8oB,3,0,0
27939,2007-06-19,V430w7EB,4,2,0
27373,2008-09-17,8KoAReO6,0,0,0
31712,2009-06-09,VpoGPPOr,10,1,2
10038,2007-11-02,eVOB8w3j,9,1,1
29909,2008-05-22,ekE476O2,4,1,1
27418,2010-08-19,6K3lDk3z,1,0,3
23190,2008-08-25,7RO5njEq,9,1,1
13916,2011-04-22,8x3zgZok,3,0,3
6708,2013-02-22,1JEbg73R,0,0,0
9617,2013-01-14,dj3djjO9,0,1,0
28076,2014-01-24,rNo6w6O6,7,0,3
6562,2008-12-22,7RO5yrOq,5,0,2
16736,2009-08-12,njoZWJOr,2,0,0
7065,2012-04-20,XJ3rPYOR,2,1,0
2284,2009-08-03,p0389Gom,4,0,0
13141,2012-12-30,8x3zq2Ek,0,0,0
26512,2010-08-09,8xExy630,4,0,0
25140,2009-03-03,JGoNYa3L,4,0,0
22812,2008-01-16,wmo7lROq,9,0,3
23639,2007-05-25,xWoYpd3K,2,0,0
4883,2014-02-04,njoZ6Dor,5,0,1
8380,2015-01-13,v5oJlBEB,4,0,0
28800,2009-11-09,WwOaaNOB,0,0,0
30673,2008-12-03,m0oWz13G,8,2,4
6526,2009-10-23,Y1EmbA3w,6,0,0
29778,2007-11-30,dj3dR5O9,0,0,0
5361,2010-11-23,ekE4Az32,8,2,2
5369,2009-09-24,B1oXNdEV,3,0,0
6015,2014-09-30,ydEjvBEW,2,1,0
27188,2007-08-11,eVOB76Ej,0,0,0
29745,2012-09-14,6K3lGgEz,4,1,1
26987,2007-11-02,dj3dYgo9,10,3,4
11176,2012-12-30,p038keEm,0,0,0
26282,2012-12-30,qN3gq2OA,0,0,0
9169,2009-07-02,8xExw6O0,0,0,0
30620,2013-02-01,8KoA65O6,0,0,0
5895,2014-09-24,JGoNRBoL,10,0,1
2259,2011-09-01,VpoGwQor,5,0,0
7091,2010-12-01,8xEx8yE0,3,0,6
3777,2011-10-14,8xExlyE0,17,3,5
13596,2009-11-12,8x3zq2Ek,4,0,1
23945,2008-03-26,V430g1EB,3,0,0
1079,2013-08-06,JGoN8dEL,15,1,7
12730,2011-12-07,WwOaB0EB,9,0,1
11529,2013-07-26,N6OkzKox,12,0,0
10870,2012-05-24,8x3zBZ3k,19,2,3
22592,2012-02-22,m0oWjJ3G,10,0,3
21215,2013-05-24,6Wo2a639,13,0,5
15615,2008-10-22,JGoNK8OL,4,1,1
1853,2010-09-23,9JoPXeo8,4,0,1
754,2008-11-13,B1oX2QEV,9,1,2
16196,2013-09-23,ZBEn4ZoY,14,1,0
3793,2010-04-30,WwOaewOB,0,0,2
28134,2012-08-16,njoZJbor,4,1,0
22560,2014-01-16,JBEyvm38,0,0,0
5417,2014-05-05,lnOR8a3N,7,1,0
24502,2008-05-15,6VOpbq3L,0,0,0
5463,2010-11-02,JBEybN38,0,0,0
13781,2010-04-20,XJ3r7RoR,0,0,0
7101,2010-02-10,7RO5BWEq,0,0,0
5325,2011-10-27,8KoAGYE6,11,0,0
31699,2015-01-20,1JEbBNER,1,0,0
6532,2012-04-26,B1oXz1EV,8,0,2
6691,2009-06-23,6VOpy5EL,12,1,1
1652,2008-02-25,0j3Lqjor,7,1,0
20396,2013-02-06,9JoPY7O8,6,1,3
3260,2012-12-28,KAoKA9Eg,0,0,0
26229,2014-02-28,ydEjx9oW,2,1,0
2148,2013-02-05,V4305yoB,0,0,0
18083,2011-04-05,B1oXWY3V,1,0,0
12168,2010-08-19,XJ3remER,3,1,2
10743,2014-04-30,VpoGnr3r,0,0,1
7176,2008-03-28,WwOaVdEB,4,0,0
12359,2009-12-22,eVOB8w3j,5,0,2
6156,2013-11-13,B1oXwN3V,9,0,0
29473,2013-04-04,VpoGKvor,1,1,0
25545,2012-09-20,7RO5MrOq,7,0,0
6557,2010-01-25,Pk3wJwEd,3,0,2
8519,2008-08-20,8xEx2Bo0,5,0,0
10062,2012-02-01,8gOqaeO2,7,3,1
18015,2013-06-03,NbE1AyEJ,5,0,0
14291,2012-08-01,we397lOk,5,0,1
4620,2009-10-05,ekE4Az32,2,1,1
23569,2010-10-26,dj3d6rO9,0,0,0
27827,2010-04-22,njoZaY3r,3,0,0
30369,2012-12-30,KAoKk8og,0,0,0
25550,2008-10-07,6K3le8oz,1,0,0
10478,2012-01-12,p0380g3m,4,0,0
23121,2014-10-28,Y1EmAWEw,4,0,0
24663,2010-05-13,ydEjz7EW,5,0,1
11701,2010-07-12,m0oWJl3G,3,0,0
864,2014-09-26,6K3lLk3z,4,0,0
25199,2013-02-27,qN3gZBEA,3,0,4
17675,2012-12-30,v5oJN8oB,0,0,0
29067,2007-07-17,8xExn7o0,2,0,0
22030,2013-03-27,JBEyamE8,7,0,0
16001,2007-06-11,V4305oBp,22,4,2
6522,2013-12-30,N6OkGVOx,0,0,0
31629,2011-05-03,1m3MYb3B,4,0,1
1068,2008-08-18,Pk3wdDod,2,0,0
22476,2014-05-08,geEVyeOz,2,0,0
5067,2008-12-17,we39lDEk,8,1,1
5846,2011-10-04,ydEj99OW,3,0,2
31230,2012-12-30,Pk3wr9Ed,0,0,0
28105,2014-07-21,geEVDeoz,2,0,3
22875,2007-08-15,7RO5NdEq,0,0,0
14854,2012-01-13,8x3zWbok,2,0,0
9681,2012-09-05,rNo6jao6,2,0,0
18277,2009-12-04,Y1EmkAow,2,0,0
7743,2013-01-10,ZBEnaqOY,0,0,0
25329,2010-11-22,N6OkkGOx,0,0,0
23949,2011-10-05,JGoN7bOL,1,0,0
28267,2013-12-16,8x3zPZOk,6,0,0
16769,2010-08-18,XJ3rz83R,3,0,0
26788,2013-12-30,Pk3w11Od,0,0,0
22771,2010-11-29,VpoG8vOr,3,0,3
26024,2009-01-22,B1oXD1oV,1,0,1
14587,2008-03-13,v5oJroBL,19,1,6
5299,2011-11-21,NbE1rN3J,4,2,3
13074,2014-06-13,Pk3wvaEd,0,0,0
9021,2014-03-18,v5oJ1j3B,5,0,0
8189,2011-03-02,Pk3wQqOd,4,0,1
15029,2009-06-10,0j3Laor6,4,1,0
28901,2009-10-20,rNo6Zqo6,1,0,0
17337,2009-06-10,NbE18JOJ,5,0,1
27127,2012-05-03,JBEyDVO8,7,1,0
31228,2012-12-30,B1oXKN3V,0,0,0
19928,2015-02-26,dj3dgrE9,0,0,0
11783,2010-10-15,m0oWkQoG,6,0,2
321,2014-09-09,XJ3rvZ3R,0,0,0
9954,2011-05-04,Y1EmvV3w,2,1,0
9709,2008-04-11,p038rzOm,2,0,0
12872,2011-09-02,ydEjrDEW,1,0,2
2850,2007-08-15,JBEyvm38,8,1,1
18276,2013-12-30,V43067OB,0,0,0
27941,2014-09-10,ydEjnBEW,2,1,0
30270,2008-03-11,8gOqm5O2,8,0,1
8130,2014-03-27,JGoNdWEL,6,1,1
22167,2007-07-02,B1oXxQoV,3,0,1
9998,2009-08-11,N6OkwgOx,1,0,0
29632,2012-06-20,WeEey6Ea,2,0,0
20091,2012-05-10,njoZJorY,14,1,2
22288,2010-04-02,WwOayBOB,4,0,0
558,2007-06-20,dj3dQao9,18,0,8
4692,2012-01-10,6VOpzQ3L,5,2,2
21465,2010-02-11,p038ADom,4,0,0
840,2008-02-13,NbE1ZJ3J,7,0,2
11944,2007-11-13,ydEjmVOW,3,0,2
21586,2012-06-15,0ZEDPkED,6,0,2
16267,2010-10-06,njoZmJ3r,0,0,1
12352,2014-09-15,WwOarJEB,10,1,4
12706,2007-03-26,nkOvWxEB,8,0,3
20772,2010-02-03,Pk3w4wod,1,0,0
24895,2012-12-12,njoZJbor,2,1,0
30525,2011-07-08,JBEyG0o8,7,0,2
31679,2008-02-06,7RO5yrOq,2,1,4
18797,2012-12-20,njoZJbor,2,1,0
9439,2009-12-16,7RO51AOq,0,0,0
12251,2014-02-27,V430RlOB,16,0,2
7137,2008-02-25,rJoQwlEV,5,0,0
3102,2012-12-30,Y1EmjR3w,0,0,0
7433,2011-10-21,xWoYLM3K,7,1,1
22746,2008-06-05,JBEybN38,1,0,0
30568,2013-07-08,nkOvXV3B,2,0,1
27928,2010-12-02,m0oWlJOG,9,0,0
1609,2011-04-28,wmo7lROq,0,0,0
4670,2011-11-10,1m3M2koB,13,1,2
6491,2014-12-11,p0381eom,3,1,2
27733,2007-08-28,NbE1xaOJ,4,1,1
6862,2011-05-20,lnOR8a3N,2,1,0
12715,2011-01-24,0j3LJqOr,6,0,1
5956,2013-02-26,geEVDeoz,2,0,0
7459,2013-06-19,8gOqZeE2,15,2,0
21237,2007-08-08,Y1Emv93w,3,0,1
6959,2010-09-29,WeEe0dOa,5,0,1
13901,2009-04-16,8gOqj5E2,5,0,0
29195,2014-07-08,xWoYPr3K,10,1,3
16776,2012-08-06,dj3dYgo9,2,0,1
2884,2009-11-06,V43016oB,5,0,0
21488,2012-03-05,1m3MmD3B,2,0,0
14094,2008-08-25,8x3z99Ek,4,1,0
23360,2007-10-11,njoZaY3r,7,0,0
4914,2011-09-02,1JEbM4OR,3,0,0
25766,2014-06-24,6VOpNb3L,3,0,0
17683,2009-01-21,7RO5yrOq,0,0,1
5276,2015-01-22,wmo7yPEq,4,0,1
31963,2012-12-30,Y1EmVJ3w,0,0,0
6511,2007-06-28,ekE4bro2,8,1,0
4386,2013-12-30,eVOBL3jr,0,0,0
5280,2007-05-15,VpoGKvor,0,1,0
8997,2015-03-04,njoZGAOr,8,1,2
29162,2012-12-30,8KoAaqo6,0,0,0
7167,2010-03-26,VpoGldOr,5,1,0
14215,2015-01-29,wmo7mPEq,1,0,0
26035,2008-03-07,we39brok,6,0,1
7827,2014-05-02,JBEyamE8,4,0,0
21980,2009-05-22,rJoQQvoV,4,2,3
3062,2012-12-30,8xExlyE0,0,0,0
26461,2009-04-30,p0384A3m,17,2,5
18859,2010-11-29,dj3dR5O9,2,0,4
7410,2014-10-09,JGoNAb3L,6,0,1
30266,2012-12-30,wmo749Oq,0,0,0
3403,2012-03-12,p038De3m,9,0,1
14836,2013-05-20,8x3zzR3k,6,0,1
17310,2011-04-28,njoZ0YEr,5,1,4
3162,2014-03-07,dj3daao9,6,0,1
7521,2007-11-15,njoZGbOr,0,0,1
1957,2008-04-25,6K3lXq3z,4,0,0
19430,2012-12-30,VpoGM7Er,0,0,0
11713,2013-12-02,VpoGjQ3r,2,1,1
14154,2014-10-10,0ZED6loD,2,1,2
22985,2009-07-15,m0oWLPOG,11,2,2
9908,2015-02-03,1m3Mj9oB,15,1,4
15936,2007-08-29,ekE476O2,3,1,0
8122,2014-08-07,we39JNok,1,0,0
15165,2009-01-09,VpoGkwor,4,0,0
12036,2011-02-16,6Wo2Rbo9,0,0,0
20644,2011-02-16,8x3zYLEk,2,0,0
16943,2010-03-02,B1oXYqOV,4,1,0
8212,2010-04-27,1m3M1D3B,1,0,0
13204,2011-10-13,we39LrEk,2,1,4
15412,2010-02-02,JBEy6m38,0,0,0
28550,2012-12-30,8gOq01o2,0,0,0
4243,2007-09-04,njoZ9y3r,4,0,0
4237,2010-01-13,ZBEnB2EY,4,0,1
14201,2009-10-28,qN3g1QOA,0,0,0
5791,2007-08-09,p038KvEm,22,0,2
16239,2011-12-13,we39aR3k,0,0,0
3528,2010-07-02,7RO5d6oq,9,1,3
4541,2008-03-04,njoZqQ3r,5,0,1
4134,2013-02-19,qN3g9nOA,2,1,0
20931,2011-03-07,0ZEDax3D,0,0,0
21421,2013-04-26,we39nrok,1,0,1
7384,2008-07-03,ZBEnDYoY,3,1,0
9888,2009-03-18,ekE4zro2,7,0,3
12295,2013-12-24,nkOvPX3B,0,0,0
5746,2012-09-10,v5oJrboB,10,1,2
24932,2012-11-05,njoZ6Dor,4,0,1
18799,2014-06-11,1JEb6eER,6,0,0
18255,2007-06-06,Pk3wkV3d,9,1,2
4969,2008-11-04,VpoG57Er,3,0,0
25639,2013-12-30,njoZw1Or,0,0,0
31081,2010-10-01,wmo7Gdoq,6,1,0
6938,2008-11-07,p038xX3m,4,0,2
22115,2014-08-11,8gOqynO2,3,0,0
6927,2012-12-30,V4305yoB,0,0,0
9318,2008-01-17,6VOpvj3L,1,0,1
1007,2010-03-05,6K3l8K3z,6,1,0
912,2009-05-29,dj3ddg39,2,0,0
19584,2013-01-25,qN3grzEA,2,2,0
19629,2013-02-19,qN3gzgEA,2,0,0
18765,2011-06-15,WwOaB0EB,3,0,0
8799,2009-12-18,NbE12N3J,0,0,0
17502,2012-05-10,6Wo20NE9,1,1,1
28342,2012-04-26,rJoQa0oV,6,2,2
6663,2015-02-18,WwOa7d3B,8,2,0
13031,2012-10-18,XJ3rz83R,1,0,1
13711,2011-03-11,1m3MB6oB,2,0,0
22799,2013-05-20,6Wo2YN39,0,0,0
9116,2010-02-19,Pk3w713d,0,0,0
19580,2007-09-21,V430N1OB,3,0,0
4185,2012-02-24,0ZEDD8ED,8,2,1
17203,2010-07-01,KAoKP6Og,15,1,1
11328,2008-06-10,wmo7yPEq,2,0,0
12817,2014-10-14,Pk3w65Ed,0,0,0
4204,2007-04-18,wmo7JR3q,11,1,3
29429,2012-11-21,eVOB1Loj,8,1,0
14905,2013-04-10,lnOR2aON,2,0,0
10533,2015-02-25,B1oXYqOV,3,1,1
22314,2007-09-12,rJoQwlEV,3,1,1
2096,2009-10-28,N6OkJqox,2,1,0
14885,2009-08-21,v5oJZ8oB,2,0,0
25006,2014-03-07,lnORJLON,8,1,0
3516,2014-05-28,N6OkGVOx,0,0,0
20300,2008-02-19,Y1Em57Ew,2,0,0
22532,2007-08-10,XJ3rj83R,4,0,4
1507,2008-11-18,xWoY4d3K,12,1,2
570,2012-12-30,1JEb1ORY,0,0,0
2640,2012-06-22,8xExVVo0,7,0,0
780,2011-09-30,qN3gyzOA,0,0,0
13111,2012-08-20,v5oJ6doB,0,0,0
654,2011-10-04,V430e1oB,2,0,2
16343,2010-07-16,JBEybN38,0,0,0
30919,2012-10-26,1m3Mx9EB,7,1,4
10166,2011-03-30,1JEbzJER,0,0,2
24060,2010-03-12,0ZED4pED,4,0,1
9325,2013-10-31,rNo6lgE6,4,0,1
13330,2011-08-10,JBEyVB38,6,1,0
609,2011-11-21,we39YZ3k,3,1,4
18658,2013-09-25,Pk3wQ9Od,1,1,0
27392,2015-01-21,1JEbg73R,2,0,0
22128,2014-07-23,geEV85oz,0,0,0
15683,2012-12-30,ydEjvBEW,0,0,0
14740,2011-05-17,ekE4X0E2,0,1,1
3210,2011-04-01,ekE4eK32,4,0,0
5932,2007-06-21,8KoAReO6,0,0,0
24402,2012-06-12,v5oJLjEB,2,1,1
30537,2015-03-18,eVOBzpOj,12,1,1
9239,2012-12-28,dj3dkaE9,6,1,1
29958,2009-11-10,8xExMJ30,3,1,0
18159,2013-12-30,9JoPQZO8,0,0,0
29780,2012-12-30,XJ3rXbOR,0,0,0
18318,2009-10-26,1m3M2koB,3,0,1
19786,2010-12-02,8x3z99Ek,11,0,2
158,2010-12-13,8KoAmQo6,7,1,1
4503,2013-10-28,8xExLBE0,4,1,0
16224,2014-03-27,rJoQa0oV,8,1,0
25638,2008-11-03,ydEj81oW,2,0,0
25055,2014-09-09,ekE4L0E2,5,0,1
28810,2013-12-30,KAoKz83g,0,0,0
13364,2013-11-19,XJ3r8JOR,1,0,0
3471,2012-11-15,Pk3wVVEd,2,0,0
9555,2011-03-30,8x3zwNok,0,0,0
15166,2011-04-22,VpoGArEr,6,1,4
26211,2011-09-22,xWoYWMEK,0,0,0
17830,2014-01-08,N6OkVvox,7,1,1
4366,2014-03-04,rNo6dlE6,0,0,0
28416,2014-04-01,0j3LK6Er,14,1,3
22237,2011-09-07,we39nrok,4,2,1
6170,2014-10-21,rNo6ma36,9,3,1
11690,2008-04-28,xWoYavoK,0,0,2
25347,2009-05-01,v5oJddEB,1,0,0
23733,2012-10-25,8gOqvAE2,7,1,0
17653,2008-07-29,we395l3k,5,0,1
10660,2014-12-12,rJoQa0oV,7,1,2
24089,2013-12-30,7RO5YrOq,0,0,0
12312,2012-02-23,1JEbP4oR,15,1,6
25241,2012-12-03,ekE4xKE2,12,2,3
1297,2012-04-30,Pk3wQ9Od,1,0,1
3674,2010-06-23,dj3ddg39,10,2,6
5180,2013-09-09,1m3Mep3B,5,0,0
28622,2008-03-24,Pk3wQ9Od,2,0,0
26789,2014-05-12,6K3lQKoz,1,0,0
18028,2008-10-09,V4300A3B,4,0,1
4946,2008-04-02,1JEbLYoR,3,0,0
6605,2011-05-06,rNo6XJE6,0,1,0
9356,2009-02-06,JGoN5k3L,9,1,2
17413,2011-11-04,6Wo2K6O9,8,0,8
18387,2010-02-01,9JoP2qE8,5,1,0
2649,2012-05-04,WwOakY3B,2,0,3
28572,2012-04-27,6Wo21539,11,0,1
30782,2014-03-10,Pk3w8Vod,14,2,2
24649,2014-04-24,B1oX5dOV,7,0,0
28242,2013-12-30,Pk3w12Od,0,0,0
18777,2011-03-11,JGoNdWEL,12,1,4
3663,2013-12-30,ekE4N0o2,0,0,0
15024,2012-05-18,nkOv473B,3,2,0
10220,2012-12-30,wmo7qbEq,0,0,0
28356,2012-08-01,JGoN2WoL,0,1,2
18691,2007-11-15,KAoKA9Eg,0,0,0
13930,2012-10-31,8KoA0q36,3,0,0
22612,2011-11-25,V430RlOB,7,0,0
11304,2007-05-10,ekE41G32,4,0,0
19021,2009-01-21,WwOaaNOB,1,0,3
23517,2012-12-30,JBEyZN38,0,0,0
16123,2009-01-20,Pk3wkV3d,6,0,3
18967,2012-05-21,N6OkeW3x,12,0,3
747,2008-11-04,8xEx1730,4,0,1
31556,2008-10-23,v5oJbyoB,4,1,2
4837,2011-04-08,Y1Em7Aow,3,0,1
16629,2012-11-02,JGoNea3L,1,0,0
21734,2012-05-29,we39BZok,3,0,1
1817,2007-10-24,V43016oB,4,0,3
12202,2012-11-16,9JoP60E8,1,0,3
12879,2009-08-25,8xExZeo0,12,1,3
19333,2012-11-05,qN3gjQEA,5,0,0
26616,2009-04-21,xWoYVGOK,6,0,0
19756,2011-02-24,N6OkdqEx,0,0,0
27681,2014-01-29,nkOvXV3B,0,0,5
20939,2009-02-23,lnOR2aON,8,0,2
21995,2009-08-21,8KoAmQo6,3,1,1
29220,2013-02-05,WeEe7eoa,4,0,1
18610,2009-01-13,6K3l2eOz,6,0,0
16441,2012-03-30,XJ3r2Q3R,2,0,3
3641,2011-09-07,7RO5njEq,3,1,0
8416,2012-06-25,JBEy50E8,2,1,2
8075,2013-04-05,VpoG8vOr,4,1,1
5576,2009-08-10,N6Ok8QEx,2,0,0
9016,2013-05-13,B1oXMDOV,0,0,0
28933,2013-07-16,qN3gmJOA,3,1,1
7027,2013-12-09,ekE476O2,6,0,0
24871,2008-10-21,xWoY2jOK,0,0,0
5123,2011-08-04,JBEyVB38,6,1,0
3684,2013-11-26,VpoGGAor,15,1,5
8218,2012-12-30,6VOpqqEL,0,0,0
10064,2014-02-27,qN3gmJOA,10,1,2
9375,2008-10-08,9JoPPpo8,4,1,0
6392,2012-05-03,6K3lDk3z,11,2,3
22160,2013-12-30,9JoPV5E8,0,0,0
3367,2008-06-10,Y1EmJV3w,2,0,1
23160,2014-10-28,7RO57V3q,8,0,0
11565,2013-10-31,qN3gAYOA,9,0,0
8806,2012-12-30,7RO5QnOq,0,0,0
26137,2009-06-08,lnORjnON,7,0,1
30273,2008-11-17,JGoNpdEL,8,0,1
12731,2011-11-02,XJ3rx8OR,0,0,1
23410,2007-01-19,VpoGddOr,0,0,0
25421,2009-05-13,8KoAXp36,9,0,1
9655,2009-02-03,nkOvpx3B,4,0,0
6201,2008-04-11,1m3MKyOB,5,0,0
17898,2009-11-12,eVOB76Ej,6,1,1
22839,2013-12-30,6VOp2B3L,0,0,0
800,2007-08-15,JGoN8dEL,4,0,0
9175,2014-11-04,we39193k,1,0,1
2656,2012-07-26,eVOBBJOj,2,0,0
10918,2014-06-02,Y1EmjR3w,3,0,0
5453,2009-02-25,rNo6yJ36,4,1,1
25141,2007-09-11,we39dvEk,11,0,2
18720,2012-12-30,KAoKLjOg,0,0,0
19920,2013-10-24,m0oW92EG,8,0,2
20339,2009-06-11,8x3zYEkP,0,0,0
9677,2015-01-20,8KoAg4E6,5,0,1
3803,2008-05-29,B1oXD1oV,2,1,2
20307,2008-06-26,1JEbm7OR,2,0,1
23744,2012-02-16,WeEexWOa,3,1,1
17038,2010-07-02,7RO57V3q,2,0,0
10594,2013-12-30,rNo6lgE6,0,0,0
1942,2008-08-12,8xExy630,0,0,0
6544,2013-08-19,m0oW23Gj,8,1,0
29557,2014-06-05,rNo6yJ36,8,0,0
21029,2008-09-26,V430J2OB,3,0,0
21254,2009-01-21,m0oWW2oG,3,0,3
14135,2008-08-18,6Wo21539,6,1,3
6929,2011-11-23,VpoGPPOr,7,0,0
3764,2013-08-26,ZBEn7W3Y,9,0,1
29953,2013-11-13,VpoGawEr,2,1,2
26326,2011-08-04,Y1Em5WEw,2,0,0
2875,2009-03-19,6VOpQNEL,6,0,0
14892,2009-05-11,v5oJMA3B,13,1,3
19620,2012-08-17,njoZ5X3r,4,0,1
29273,2011-06-16,ZBEnRaEY,0,0,0
1650,2013-11-26,9JoPz7E8,17,2,4
9736,2011-06-01,eVOBzpOj,6,0,2
14245,2011-04-05,ekE4L0E2,2,0,1
19714,2012-03-09,geEVkv3z,0,0,1
